OBJECT_NAME,NORAD_CAT_ID,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,CLUSTER,ANOMALY_LABEL,ANOMALY_SCORE,TOP_DEVIATING_FEATURE,DEVIATION_SIGMA
STARLINK-36926,67999,15.44795545,0.0001299,43.0003,300.7328,257.1634,-0.043793,-0.0188527,0.0,3,-1,-0.09443160505249149,INCLINATION,5.653050903613548
STARLINK-36931,68000,15.39191256,0.0001516,42.9996,300.5506,257.8771,-0.054353,-0.01930969,0.0,3,-1,-0.09942445912424236,INCLINATION,5.653127069570116
STARLINK-36889,68006,15.3386765,0.0001055,42.9997,300.9902,274.8433,-0.061739,-0.01852761,0.0,3,-1,-0.12194898867893911,INCLINATION,5.653116188719178
STARLINK-36911,68008,15.32101972,0.00015,42.9996,300.8446,262.7333,-0.075903,-0.02156218,0.0,3,-1,-0.13380351319215167,INCLINATION,5.653127069570116
STARLINK-36956,68009,15.34159628,0.0001257,42.9995,300.832,255.0467,-0.060902,-0.01845719,0.0,3,-1,-0.10280340058830761,INCLINATION,5.653137950421055
STARLINK-36936,68012,15.39721013,0.000154,43.0005,300.6337,252.3583,-0.053395,-0.01930641,0.0,3,-1,-0.10844083246858871,INCLINATION,5.653029141911671
STARLINK-36916,68022,15.68146032,0.0001991,97.285,37.2265,95.3645,-0.019569,-0.01926305,0.0,3,-1,-0.035855966864664246,MEAN_MOTION_DOT,4.457616485206059
STARLINK-36913,68031,15.63008199,0.0002118,97.2849,37.2212,85.327,-0.024009,-0.01923084,0.0,3,-1,-0.04057729600882065,MEAN_MOTION_DOT,4.449888024222845
STARLINK-36939,68034,15.64891169,0.0001917,97.2851,37.2379,99.9565,-0.022035,-0.01903982,0.0,3,-1,-0.03416519876540908,MEAN_MOTION_DOT,4.404054723477309
STARLINK-36906,68036,15.63480785,0.0002057,97.2847,37.2303,96.3553,-0.023517,-0.01919487,0.0,3,-1,-0.03662523134744455,MEAN_MOTION_DOT,4.441257389588686
STARLINK-36373,68039,15.62743299,0.0002089,97.285,37.2235,93.6393,-0.024097,-0.01911637,0.0,3,-1,-0.03322968812565191,MEAN_MOTION_DOT,4.422422115227235
STARLINK-36864,68045,15.75486828,8.7e-06,53.1592,327.2199,211.3366,0.0030046,0.00493202,0.0,0,-1,-0.001939059987945635,ARG_OF_PERICENTER,2.325564172152744
STARLINK-35808,68052,15.75388916,0.0001323,53.1578,326.4084,156.5228,0.0028241,0.00459623,0.0,0,-1,-0.05172696143370681,ARG_OF_PERICENTER,4.479039481667346
STARLINK-36845,68056,15.75382212,0.0001487,53.1599,326.3463,178.8549,0.0025177,0.00406986,0.0,0,-1,-0.016364537449063632,ARG_OF_PERICENTER,3.6016760082425696
STARLINK-36899,68058,15.75512461,9.72e-05,53.1599,326.4995,175.0928,0.0031381,0.00517159,0.0,0,-1,-0.03372900310618476,ARG_OF_PERICENTER,3.74947801178775
STARLINK-36952,68062,15.7542159,8.1e-05,53.16,326.497,159.8291,0.0017477,0.0027849,0.0,0,-1,-0.030006095181743686,ARG_OF_PERICENTER,4.349144538863743
STARLINK-37000,68063,15.77558759,0.001023,53.1592,326.3753,223.2478,0.016792,0.03303728,0.0,0,-1,-0.14145097858893496,MEAN_MOTION_DOT,9.789506702362736
STARLINK-36896,68092,15.75388113,0.000442,53.1599,100.3901,174.1508,0.0014800129,0.00234211,0.0,0,-1,-0.0027238469337821924,ARG_OF_PERICENTER,3.7864864611483635
STARLINK-36328,68096,15.78521578,9.07e-05,53.1583,105.2594,116.3541,-0.0049254,-0.00796908,0.0,4,-1,-0.0016152670122835389,MEAN_MOTION_DOT,8.255260794672203
ICOR SV,68127,15.93773105,0.01050737,123.0769,291.4837,220.5917,0.0006869443,0.00443451,8.9273789e-05,3,-1,-0.23137403337383788,ECCENTRICITY,9.285737941926948
GUOWANG GROUP 20 OBJECT A,68129,13.95700641,0.0003228,50.0018,358.7253,358.1957,3.0515e-05,-1.06e-06,0.0,0,-1,-0.045516942948033434,MEAN_MOTION,3.7370912770789144
GUOWANG GROUP 20 OBJECT B,68130,13.9659141,4.28e-05,50.0066,1.0171,307.3036,5.5036e-05,-7.2e-07,0.0,0,-1,-0.0007928762646021159,MEAN_MOTION,3.7105298508803526
GUOWANG GROUP 20 OBJECT E,68133,14.01339008,0.00032302,49.9979,10.8404,188.5214,1.5966081e-05,-1.26e-06,0.0,0,-1,-0.02942324867570778,MEAN_MOTION,3.5689634359092133
GUOWANG GROUP 20 OBJECT F,68134,14.01903676,4.752e-05,50.0123,11.6502,222.9253,7.7668349e-05,-3.2e-07,0.0,0,-1,-0.003538197787214481,MEAN_MOTION,3.552125863644476
GUOWANG GROUP 20 OBJECT G,68135,14.01583953,0.00048065,50.0409,0.8903,213.0056,0.00011069373,1.8e-07,0.0,0,-1,-0.022535584721090518,MEAN_MOTION,3.5616595349649707
GUOWANG GROUP 20 OBJECT H,68136,14.01074305,0.0014532,49.953,7.8688,103.7924,3.3918e-05,-9.9e-07,0.0,4,-1,-0.0007899955889357768,MEAN_MOTION,4.4103565940520735
YAOGAN-50 02,68196,13.83266678,7.9e-05,141.9886,299.6593,258.7577,7.2029e-05,2.66e-06,0.0,3,-1,-0.14940099932606166,INCLINATION,5.1177184657228425
2026-052J,68206,14.68040775,0.0543302,97.3418,163.1706,332.0174,0.0011651,0.00079704,2.7971e-06,1,-1,-0.022064786451506446,MEAN_MOTION_DOT,4.347113852866661
STARLINK-37081,68229,15.81279047,0.0001297,97.2805,323.0576,102.1041,-0.0091913,-0.01577501,0.0,3,-1,-0.0630101590410912,MEAN_MOTION_DOT,3.6206968624835296
STARLINK-37027,68232,15.8069326,7.51e-05,53.1588,216.7362,96.0631,-0.011247,-0.01918612,0.0,3,-1,-0.11413278856707476,INCLINATION,4.54771966104848
STARLINK-36345,68243,15.75982593,0.0001326,53.1594,216.6572,56.6832,-0.0073119,-0.01044326,0.0,4,-1,-0.0156342723863363,MEAN_MOTION_DOT,10.738424139519502
STARLINK-36997,68248,15.7717453,7.81e-05,53.1593,216.6064,60.3525,-0.012437,-0.01820009,0.0,3,-1,-0.100927766355693,INCLINATION,4.547665256793788
STARLINK-36274,68251,15.7946737,8.43e-05,53.1594,216.5699,63.0392,-0.011572,-0.01872005,0.0,3,-1,-0.09475744549062237,INCLINATION,4.547654375942851
STARLINK-37162,68262,15.95233118,7.09e-05,53.1581,241.6872,55.3988,-0.0026974,-0.01087597,0.00036793,3,-1,-0.09958843025623598,INCLINATION,4.547795827005048
STARLINK-37156,68263,15.95324745,8.5e-05,53.158,241.6824,54.2191,-0.0027,-0.01093995,0.00037221,3,-1,-0.08103922674128183,INCLINATION,4.547806707855986
STARLINK-37163,68264,15.95522876,8.11e-05,53.1578,241.6686,56.9293,-0.0026956,-0.01103836,0.00037907,3,-1,-0.06693859614888331,INCLINATION,4.547828469557863
STARLINK-37133,68265,15.95423692,7.14e-05,53.1579,241.6755,55.3722,-0.0026914,-0.01096303,0.00037401,3,-1,-0.08262587094111873,INCLINATION,4.547817588706924
STARLINK-37042,68266,15.95623727,8.76e-05,53.1577,241.6608,55.1281,-0.0026811,-0.01103918,0.00037951,3,-1,-0.06810998260870194,INCLINATION,4.547839350408801
STARLINK-37103,68267,15.95728034,8.26e-05,53.158,241.6534,56.057,-0.0026884,-0.01113091,0.00038566,3,-1,-0.06465257913602096,INCLINATION,4.547806707855986
STARLINK-36999,68268,15.95830044,7.95e-05,53.1579,241.6472,56.844,-0.0026835,-0.0111719,0.00038864,3,-1,-0.06280307216742587,INCLINATION,4.547817588706924
STARLINK-36962,68269,15.9593209,8.52e-05,53.1579,241.6403,57.0441,-0.0026721,-0.01118634,0.00038996,3,-1,-0.0585881691326684,INCLINATION,4.547817588706924
STARLINK-37028,68270,15.96128299,8.96e-05,53.1578,241.6191,54.537,-0.0026739,-0.0113126,0.00039878,3,-1,-0.054937319450382605,INCLINATION,4.547828469557863
STARLINK-37029,68271,15.960271,8.56e-05,53.1578,241.6265,58.8052,-0.0027061,-0.01138533,0.00040303,3,-1,-0.06010517260909354,INCLINATION,4.547828469557863
STARLINK-36974,68272,15.96248175,8.45e-05,53.1578,241.6106,61.2341,-0.002691,-0.01145802,0.00040864,3,-1,-0.058206705215632315,INCLINATION,4.547828469557863
STARLINK-37019,68273,15.96350335,9.06e-05,53.1578,241.604,58.2632,-0.0026689,-0.01142791,0.00040712,3,-1,-0.04502247173118207,INCLINATION,4.547828469557863
STARLINK-37129,68274,15.9646131,8.43e-05,53.1576,241.5973,58.5506,-0.0026607,-0.01146196,0.00040979,3,-1,-0.05066627680382402,INCLINATION,4.547850231259739
STARLINK-37123,68275,15.9657198,9.59e-05,53.1579,241.5915,54.1803,-0.0026623,-0.01153746,0.00041518,3,-1,-0.055427727739849275,INCLINATION,4.547817588706924
STARLINK-37125,68276,15.96689083,9.16e-05,53.1577,241.5833,53.7319,-0.0026471,-0.01154572,0.00041622,3,-1,-0.049711398268840246,INCLINATION,4.547839350408801
STARLINK-36989,68277,15.97045793,8.68e-05,53.1575,241.5621,61.3471,-0.0026383,-0.01173276,0.00043013,3,-1,-0.054659899868177986,INCLINATION,4.547861112110677
STARLINK-36982,68278,15.96931166,9e-05,53.1575,241.5693,57.9459,-0.0026538,-0.0117279,0.0004293,3,-1,-0.048840654580821485,INCLINATION,4.547861112110677
STARLINK-36934,68279,15.96807909,0.0001006,53.1576,241.5757,50.6062,-0.0026317,-0.01155374,0.00041726,3,-1,-0.06996436834538144,INCLINATION,4.547850231259739
STARLINK-37070,68280,15.97168688,9e-05,53.1578,241.554,61.0511,-0.0025999,-0.01164169,0.00042462,3,-1,-0.05319999961671651,INCLINATION,4.547828469557863
STARLINK-37134,68281,15.9741714,8.98e-05,53.1573,241.5396,57.0049,-0.0025777,-0.01170153,0.0004297,3,-1,-0.05321883096389729,INCLINATION,4.547882873812554
STARLINK-37160,68282,15.97296156,9.41e-05,53.1576,241.5471,56.9128,-0.0025988,-0.01171832,0.00043028,3,-1,-0.051573706543890985,INCLINATION,4.547850231259739
STARLINK-37124,68283,15.97527867,9.2e-05,53.1575,241.5339,63.5365,-0.002544,-0.0116206,0.00042481,3,-1,-0.06186868589671546,INCLINATION,4.547861112110677
STARLINK-37159,68284,15.97662876,9.42e-05,53.1574,241.5265,70.21,-0.0025475,-0.0117229,0.00043224,3,-1,-0.08221196869617176,INCLINATION,4.547871992961616
STARLINK-36725,68285,15.97773512,9.24e-05,53.1571,241.52,59.1922,-0.0025078,-0.01161242,0.00042536,3,-1,-0.06432656264862335,INCLINATION,4.54790463551443
STARLINK-36998,68286,15.98045408,9.16e-05,53.1578,241.5068,59.5534,-0.0024829,-0.01167197,0.00043055,3,-1,-0.06050085563416452,INCLINATION,4.547828469557863
STARLINK-37165,68287,15.98184086,9.1e-05,53.1575,241.4983,54.9827,-0.002497,-0.01182786,0.0004417,3,-1,-0.07390324245759006,INCLINATION,4.547861112110677
STARLINK-37016,68288,15.97904686,9.17e-05,53.1573,241.5134,57.4181,-0.0024993,-0.01165774,0.00042896,3,-1,-0.054269184795099124,INCLINATION,4.547882873812554
STARLINK-37010,68289,15.98311269,9.66e-05,53.1577,241.4917,58.0668,-0.002503,-0.01193957,0.00044991,3,-1,-0.08688792250837563,INCLINATION,4.547839350408801
STARLINK-37151,68290,15.98434556,9.73e-05,53.1573,241.4869,65.2806,-0.0025249,-0.01212552,0.00046333,3,-1,-0.1168866565467509,INCLINATION,4.547882873812554
STARLINK-37107,68294,16.01577826,0.00013,97.2814,210.9484,85.8555,-0.0019837,-0.01095666,0.0003952,3,-1,-0.05126615339725915,MEAN_MOTION_DDOT,3.226983906934227
STARLINK-37147,68295,16.01670361,0.0001292,97.2812,210.9491,80.3375,-0.0019791,-0.0109895,0.00039782,3,-1,-0.04365202242550731,MEAN_MOTION_DDOT,3.2490880201161514
STARLINK-37142,68296,16.02020872,0.0001293,97.2809,210.9522,84.1674,-0.0020373,-0.011539,0.00043714,3,-1,-0.04302329122234466,MEAN_MOTION_DDOT,3.5808184515334336
STARLINK-37115,68297,16.01914554,0.0001181,97.2807,210.9504,73.7547,-0.0020356,-0.01145895,0.00043103,3,-1,-0.0338860518218127,MEAN_MOTION_DDOT,3.529270309723678
STARLINK-36355,68298,16.01774184,0.0001183,97.2809,210.9498,76.9107,-0.0019786,-0.01105214,0.0004025,3,-1,-0.04749516656408931,MEAN_MOTION_DDOT,3.2885717032044752
STARLINK-37118,68299,16.02236475,0.0001189,97.2805,210.9542,72.1632,-0.0020032,-0.01148947,0.00043476,3,-1,-0.029543298461616962,MEAN_MOTION_DDOT,3.560739142612449
STARLINK-36875,68300,16.02136099,0.000123,97.2806,210.9532,73.2389,-0.0020133,-0.01147987,0.00043359,3,-1,-0.029400554022382286,MEAN_MOTION_DDOT,3.5508682218403678
STARLINK-37099,68301,16.02370253,0.0001125,97.2804,210.9559,73.0742,-0.0020048,-0.01158722,0.00044231,3,-1,-0.03051530591503826,MEAN_MOTION_DDOT,3.6244361099878426
STARLINK-37007,68302,16.02631629,0.0001194,97.2799,210.9584,83.247,-0.00199,-0.01167756,0.00045007,3,-1,-0.02458139963719136,MEAN_MOTION_DDOT,3.6899047810915584
STARLINK-36300,68303,16.02511953,0.0001114,97.2799,210.957,93.4418,-0.0020085,-0.01170363,0.0004513,3,-1,-0.050311693748503195,MEAN_MOTION_DDOT,3.7002819029288743
STARLINK-36849,68304,16.02729323,0.0001061,97.28,210.9594,78.1153,-0.0019635,-0.01158889,0.00044427,3,-1,-0.031580462442308,MEAN_MOTION_DDOT,3.640972011452183
STARLINK-36277,68305,16.02964145,0.0001333,97.2794,210.9615,67.3767,-0.0019998,-0.01196312,0.00047246,3,-1,-0.0699777148863443,MEAN_MOTION_DDOT,3.8788021452683883
STARLINK-36307,68306,16.028338,0.0001186,97.2798,210.9604,85.4465,-0.0019587,-0.01163106,0.00044781,3,-1,-0.024765632907685686,MEAN_MOTION_DDOT,3.6708378743010432
STARLINK-36264,68307,16.03103015,0.0001251,97.2796,210.963,82.6117,-0.0019278,-0.01163036,0.00044917,3,-1,-0.024302800375395894,MEAN_MOTION_DDOT,3.6823117651130346
STARLINK-37138,68308,16.03197519,0.0001231,97.279,210.9632,87.2983,-0.0019234,-0.01166824,0.00045238,3,-1,-0.029937656117502376,MEAN_MOTION_DDOT,3.709393522103103
STARLINK-37149,68309,16.0330876,0.0001221,97.2788,210.9643,81.6742,-0.0019107,-0.01166734,0.0004529,3,-1,-0.021624780110797548,MEAN_MOTION_DDOT,3.7137805980018053
STARLINK-37148,68310,16.03542921,0.0001258,97.2788,210.9664,80.828,-0.001882,-0.01165223,0.00045306,3,-1,-0.026605314434371363,MEAN_MOTION_DDOT,3.7151304675090984
STARLINK-37140,68311,16.03423156,0.0001173,97.279,210.9657,71.8756,-0.0018764,-0.01153656,0.00044416,3,-1,-0.03296592040884533,MEAN_MOTION_DDOT,3.640043976165919
STARLINK-36854,68312,16.0365282,0.0001246,97.2788,210.9678,81.5901,-0.0018639,-0.01161581,0.00045103,3,-1,-0.02785272664118249,MEAN_MOTION_DDOT,3.698003998135317
STARLINK-36815,68313,16.03771002,0.000119,97.2789,210.9693,70.0825,-0.0018294,-0.01148224,0.00044211,3,-1,-0.041869318180880966,MEAN_MOTION_DDOT,3.622748773103726
STARLINK-37155,68314,16.04050115,0.0001228,97.2785,210.9717,83.1139,-0.0018276,-0.01166112,0.00045643,3,-1,-0.041192961131468586,MEAN_MOTION_DDOT,3.74356209400646
STARLINK-37150,68315,16.04500506,0.00012345,97.2788,210.6972,77.5738,-0.0018173105,-0.01190923,0.00047710283,3,-1,-0.06679042053187623,MEAN_MOTION_DDOT,3.917972236796799
STARLINK-37154,68316,16.04899785,0.00010824,97.2783,210.7007,61.7643,-0.0017575945,-0.01179844,0.00047118055,3,-1,-0.07361376517857399,MEAN_MOTION_DDOT,3.8680078293864746
STARLINK-37139,68317,16.04766554,0.00011193,97.2784,210.6995,71.6565,-0.0017877459,-0.01190394,0.00047823293,3,-1,-0.07139782669118522,MEAN_MOTION_DDOT,3.9275065338604986
STARLINK-37113,68318,16.05046501,0.0001131,97.2782,210.7022,63.263,-0.0017435452,-0.01180813,0.00047273014,3,-1,-0.07181992213244881,MEAN_MOTION_DDOT,3.8810812311977645
CENTISPACE-1 OBJECT F,68355,14.75226366,0.0013777,54.9759,3.3592,314.8908,3.5337e-05,3.1e-07,0.0,0,-1,-0.0009898379382520806,ECCENTRICITY,2.466701054035591
CENTISPACE-1 OBJECT G,68356,14.75315633,0.0013795,54.9883,3.3619,315.1823,3.5307e-05,3.1e-07,0.0,0,-1,-0.0009145188527882597,ECCENTRICITY,2.470600619943606
CENTISPACE-1 OBJECT K,68359,14.75497382,0.0014666,54.9801,3.3573,314.9648,3.5282e-05,3.1e-07,0.0,0,-1,-0.0048770453102868205,ECCENTRICITY,2.659296281381422
