OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,ORBIT_PERIOD_SEC,SEMI_MAJOR_AXIS,ORBIT_HEIGHT,PERIGEE,APOGEE,ORBITAL_SPEED,AGE_SINCE_LAUNCH,SAT_TYPE,CLUSTER,ANOMALY_LABEL,ANOMALY_SCORE
SAUDICOMSAT 1,2004-025D,2026-04-10 10:29:36.968352,14.55423603,0.003124,98.5802,108.7352,229.6471,130.1997,0,U,28369,999,15427,9.6067e-05,3.7e-06,0.0,5936.416024991454,7086.059823475954,715.0598234759536,685.9229725874147,730.1966743644916,7.499984297128812,22.3,D,4,1,0.14314715613465362
SAUDICOMSAT 2,2004-025E,2026-04-10 11:57:06.367968,14.49937343,0.0056674,98.6676,110.8236,104.2842,256.4653,0,U,28370,999,15029,9.2605e-05,3.16e-06,0.0,5958.87818305539,7103.92335000243,732.9233500024302,685.6625748086262,766.1841251962351,7.490548630946969,22.3,E,4,1,0.13863692340627454
SAUDISAT 2,2004-025F,2026-04-10 12:09:17.910720,14.56643013,0.0025455,98.5511,98.7433,142.4629,217.8351,0,U,28371,999,15589,7.4547e-05,2.84e-06,0.0,5931.446430519486,7082.104602156875,711.1046021568754,686.0771048920851,722.1320994216667,7.502078304411803,22.3,F,4,1,0.14662792979964223
APRIZESAT 1,2004-025G,2026-04-10 11:24:33.719328,14.51742593,0.0044605,98.6335,109.3492,2.7535,357.3896,0,U,28372,999,15208,9.276e-05,3.28e-06,0.0,5951.468284846279,7098.032949955182,727.0329499551817,688.3721739819066,751.6937259284568,7.493656053682049,22.3,G,4,1,0.10560919150057524
AURA,2004-026A,2026-04-10 11:17:59.491680,14.61225395,0.0001539,98.336,56.3922,93.0368,267.1008,0,U,28376,999,15632,0.00018832,8.8e-06,0.0,5912.845499102485,7067.290599962528,696.2905999625282,688.2029439391936,690.3782559858619,7.509936876583923,22.3,A,4,1,0.14369348262806142
COSMOS 2407,2004-028A,2026-04-10 12:57:03.897216,13.763286,0.0040691,82.9577,124.9414,81.9795,28.8343,0,U,28380,999,9057,3.6273e-05,5.1e-07,0.0,6277.57063247832,7355.005479271651,984.005479271651,947.0772264759462,1006.9337320673549,7.361583814364937,22.3,A,4,1,0.10245557064300714
SHIJIAN-6 01A (SJ-6 01A),2004-035A,2026-04-10 12:16:38.391744,15.17059699,0.0006607,97.5937,127.4668,26.4323,333.7245,0,U,28413,999,17720,0.00035676,6.998e-05,0.0,5695.22742295193,6892.804742008838,521.8047420088378,510.2506659157925,519.3588181018831,7.604396850898734,22.3,A,4,1,0.11107923352573368
SHIJIAN-6 01B (SJ-6 01B),2004-035B,2026-04-10 13:10:53.396832,15.05858565,0.0005325,97.6101,119.2939,30.0225,330.1306,0,U,28414,999,17664,0.00029323,4.197e-05,0.0,5737.590634881438,6926.94333041354,555.94333041354,545.2547330900943,552.6319277369857,7.585635038638378,22.3,B,4,1,0.1333230464281236
COSMOS 2408,2004-037A,2026-04-10 13:01:09.330240,12.45677637,0.0017079,82.49,8.2414,57.7328,302.5405,0,U,28419,999,97948,4.0879e-05,1.6e-07,0.0,6935.983872045702,7860.689558826221,1489.6895588262214,1469.2642871287026,1496.1148305237402,7.120859859460689,22.3,A,4,1,0.05426691527256289
COSMOS 2409,2004-037B,2026-04-10 11:36:01.172160,12.45322048,0.0014732,82.4901,11.4748,68.338,291.9268,0,U,28420,999,97912,0.00018605,3.7e-07,0.0,6937.964371445867,7862.185847404013,1491.1858474040127,1472.603275213618,1495.7684195944075,7.1201822255004465,22.3,B,4,1,0.05900619271043678
JB-3 3 (ZY 2C),2004-044A,2026-04-10 08:20:39.481152,15.18872442,0.0035163,97.2678,256.4738,98.2381,262.2844,0,U,28470,999,17748,0.00021256,4.436e-05,0.0,5688.430286234662,6887.319370133468,516.3193701334676,485.1014890322667,533.5372512346685,7.60742449054791,22.3,A,4,1,0.11734953439326157
SWIFT,2004-047A,2026-04-09 23:47:19.674816,15.62395356,0.00027443,20.5547,348.4619,69.0546,291.0192,0,U,28485,999,17616,0.00047572102,0.00045107,0.0,5529.970354059347,6758.81351849917,387.81351849916973,378.9586973052874,382.66833969305117,7.679404241693163,22.3,A,4,-1,-0.09824907068230271
NANOSAT-1,2004-049B,2026-04-10 07:03:51.763104,14.8002352,0.0004796,98.2162,235.3424,138.9265,221.2308,0,U,28493,999,14540,0.00018029651,1.309e-05,0.0,5837.745065024372,7007.32099360564,636.3209936056401,625.9602824571066,632.6817047541736,7.542003944896532,22.3,B,4,1,0.14826124038876393
COSMOS 2414,2005-002A,2026-04-10 06:23:38.883264,13.879192,0.00405405,82.9454,95.0238,161.0776,199.1905,0,U,28521,999,7439,4.9953958e-05,7.6e-07,0.0,6225.146247706639,7314.000199693267,943.000199693267,906.3488771837001,965.6515222028329,7.382190998059104,21.3,A,4,1,0.10242723407367632
IRS-P5 (CARTOSAT-1),2005-017A,2026-04-10 11:54:06.668064,14.90880163,6.22e-05,97.5373,126.6205,67.4837,292.6448,0,U,28649,999,13373,0.00014677,1.394e-05,0.0,5795.234395375076,6973.261196470638,602.2611964706384,594.8274596242181,595.6949333170578,7.56040037444494,21.3,A,4,1,0.15705930477564117
SJ-7,2005-024A,2026-04-10 01:35:51.597024,15.2056889,0.00143299,97.7365,128.3701,267.8703,92.089,0,U,28737,999,13767,0.00032463409,7.055e-05,0.0,5682.083894271966,6882.195782114696,511.19578211469616,494.3336643808834,514.0578998485089,7.610255713209064,21.3,A,4,1,0.13413463191150915
REIMEI (INDEX),2005-031B,2026-04-10 07:04:56.693568,15.10270997,0.00193067,98.0032,221.187,345.346,14.7206,0,U,28810,999,12074,0.00033405121,5.421e-05,0.0,5720.827597936054,6913.444839582282,542.4448395822819,522.0972590338451,548.7924201307178,7.593036897971126,21.3,B,4,1,0.10200652835817309
BEIJING 1,2005-043A,2026-04-10 07:52:40.327392,14.63491253,0.00155285,98.2794,233.2037,130.7245,229.5308,0,U,28890,999,9072,3.4960807e-05,1.32e-06,0.0,5903.690905079841,7059.994069871377,688.9940698713772,671.0309580799767,692.9571816627767,7.513816648229655,21.3,A,4,1,0.141195133859699
SINAH 1,2005-043D,2026-04-10 06:15:11.521728,14.64111031,0.0015542,98.2747,234.2237,126.5333,233.7303,0,U,28893,999,9058,9.261555e-05,4.38e-06,0.0,5901.191792878446,7058.001535297806,687.0015352978062,669.0319893116466,690.9710812839658,7.514877180936875,21.3,D,4,1,0.14613103574433706
CUBESAT XI-V,2005-043F,2026-04-10 04:19:33.788352,14.72455492,0.00151444,98.2895,254.413,64.3466,295.9303,0,U,28895,999,9174,0.00026374558,1.623e-05,0.0,5867.749515650556,7031.310978222039,660.310978222039,642.6624796241804,663.9594768198976,7.5291267479534145,21.3,F,4,1,0.12898487503465889
COSMOS 2416 (RODNIK-S 1),2005-048A,2026-04-10 11:47:11.168736,12.55598095,0.0007717,82.4731,350.958,327.9382,206.0585,0,U,28908,999,93040,1.9929e-05,1.3e-07,0.0,6881.182788032184,7819.230065385181,1448.2300653851808,1435.195965543723,1447.2641652266384,7.139713182119196,21.3,A,4,1,0.0032929889852091887
RESURS-DK 1,2006-021A,2026-04-10 12:53:41.244288,15.12938071,0.0002295,69.932,154.6345,19.5172,340.6081,0,U,29228,999,9234,0.00010584,1.762e-05,0.0,5710.742670576898,6905.317566782851,534.3175667828509,525.7327964012738,528.902337164428,7.597503928965542,20.3,A,4,1,0.08349380197680994
ARIRANG-2 (KOMPSAT-2),2006-031A,2026-04-10 07:53:42.253728,14.64617687,0.00131632,97.8315,288.0558,291.792,191.9764,0,U,29268,999,5154,7.3836533e-05,3.48e-06,0.0,5899.150390363953,7056.373722541526,685.3737225415261,669.0852766830703,687.662168399981,7.515743922694894,20.3,A,4,1,0.12307774190434867
HINODE (SOLAR-B),2006-041A,2026-04-10 07:46:10.963200,14.68528842,0.0018449,98.0597,117.4685,140.036,220.2207,0,U,29479,999,4491,0.0001256705,6.82e-06,0.0,5883.439094211539,7043.839256884073,672.8392568840727,652.8440778390468,678.8344359290986,7.522428058876674,20.3,A,4,1,0.15884828310953142
SHIJIAN-6 02A (SJ-6 02A),2006-046A,2026-04-10 06:18:34.978176,15.16195107,0.00036852,97.644,140.8358,40.5088,319.6418,0,U,29505,999,6197,0.00031920717,6.098e-05,0.0,5698.475057801384,6895.424852295908,524.4248522959078,514.8837503293398,519.9659542624768,7.602951961576656,20.3,A,4,1,0.1299107541823794
SHIJIAN-6 02B (SJ-6 02B),2006-046B,2026-04-10 05:28:43.024800,15.01161293,0.0011802,97.7118,129.724,299.1792,60.8251,0,U,29506,999,6054,0.00016077479,2.002e-05,0.0,5755.544084628886,6941.3858342402045,570.3858342402045,555.1936106786343,571.5780578017757,7.577739453276178,20.3,B,4,1,0.14100893967598893
DMSP 5D-3 F17 (USA 191),2006-050A,2026-04-10 06:52:29.463168,14.14978766,0.00089666,98.7406,108.2409,247.6095,112.4129,0,U,29522,999,282,0.00010971001,1.69e-06,0.0,6106.098697455648,7220.453496181927,849.4534961819272,835.9792043500411,848.9277880138134,7.429858173974162,20.3,A,4,1,0.13076939281220284
LAPAN-TUBSAT,2007-001A,2026-04-10 05:47:36.447648,14.85880951,0.00134106,98.1356,97.9404,50.9162,309.3243,0,U,29709,999,4106,3.7491361e-05,2.69e-06,0.0,5814.7323270987945,6988.893356026652,617.8933560266523,601.5208307026196,620.265881350685,7.551940412352821,19.3,A,4,1,0.14856351460084122
HAIYANG-1B,2007-010A,2026-04-10 11:04:56.455392,14.31010235,0.0014429,98.3466,84.9475,45.7948,314.4419,0,U,31113,999,99094,5.5711e-05,1.05e-06,0.0,6037.692665419685,7166.425608376725,795.425608376725,778.0851728663984,798.7660438870516,7.457812542437235,19.3,A,4,1,0.13445789195597124
SAUDISAT 3,2007-012B,2026-04-10 11:01:52.120128,14.71383904,0.0016014,98.1396,50.8417,83.562,276.7409,0,U,31118,999,1778,6.2205e-05,3.35e-06,0.0,5872.022914286277,7034.724433259667,663.7244332596674,645.4590255522453,667.9898409670895,7.527299849525001,19.3,B,4,1,0.13909411185858667
SAUDICOMSAT 7,2007-012C,2026-04-10 08:10:30.615168,14.66029812,0.005681,98.3727,73.1078,49.9881,310.6288,0,U,31119,999,1249,0.00016135,8.52e-06,0.0,5893.4681472903085,7051.8417173353,680.8417173353,633.7802045391181,713.9032301314819,7.518158605351785,19.3,C,4,1,0.12298621684105066
SAUDICOMSAT 6,2007-012E,2026-04-10 10:14:57.414624,14.62478364,0.0071875,98.4041,66.7131,176.7809,183.3869,0,U,31121,999,1028,0.00010848,5.17e-06,0.0,5907.779706476396,7063.253452628728,692.2534526287282,634.4863184379592,736.0205868194962,7.512082799192926,19.3,E,4,1,0.11279870565581679
SAUDICOMSAT 5,2007-012H,2026-04-10 09:47:48.640704,14.680765,0.0047024,98.3441,73.9373,340.4895,19.4508,0,U,31124,999,1365,0.00016084,8.84e-06,0.0,5885.251892527399,7045.286075555501,674.2860755555012,634.1563223138091,700.4158287971932,7.521655616986188,19.3,H,4,1,0.0967245847034659
SAUDICOMSAT 3,2007-012J,2026-04-10 08:23:09.189024,14.70607059,0.0037805,98.3097,74.4344,266.4837,93.2044,0,U,31125,999,1485,0.00015613,9.05e-06,0.0,5875.124797697575,7037.201600515526,666.2016005155256,632.5974598647772,685.805741166274,7.52597488947773,19.3,J,4,1,0.1256772113552896
SAUDICOMSAT 4,2007-012L,2026-04-10 10:41:08.700576,14.6442801,0.0064703,98.3931,71.662,109.6361,251.1839,0,U,31127,999,1137,0.00013463,6.81e-06,0.0,5899.914465580319,7056.983017500906,685.9830175009056,633.3222202827692,724.6438147190411,7.515419463664421,19.3,L,4,1,0.12994084496707747
YAOGAN-2,2007-019A,2026-04-10 12:46:25.555008,14.82575326,0.0021531,98.274,318.8604,129.8847,230.4263,0,U,31490,999,1759,9.6307e-05,7.19e-06,0.0,5827.697148657389,6999.278026335522,628.2780263355216,606.2078808170181,636.3481718540243,7.546336011312484,19.3,A,4,1,0.12245311682473103
GLOBALSTAR M069,2007-020C,2026-04-10 07:39:13.144032,12.2347022,0.000194,52.0023,84.2169,11.2276,127.9031,0,U,31573,999,87049,1.3024e-05,-9.1e-07,0.0,7061.880100359125,7955.5245774092045,1584.5245774092045,1575.9812056411865,1579.0679491772225,7.0782899773591,19.3,C,4,1,0.0019050596548752519
GLOBALSTAR M072,2007-020D,2026-04-10 12:32:09.170304,11.91657256,0.0001612,51.9932,280.3901,150.2995,243.3242,0,U,31574,999,86691,0.00037271,-5.7e-07,0.0,7250.406907269316,8096.491217990034,1725.4912179900339,1717.1860636056945,1719.7963723743733,7.016399949853735,19.3,D,4,-1,-0.006916046196478898
COSMO-SKYMED 1,2007-023A,2026-04-10 11:43:14.297088,14.96786561,0.0001731,97.889,291.7813,90.6554,269.4865,0,U,31598,999,1966,0.00030204,3.397e-05,0.0,5772.366097560118,6954.904541729918,583.9045417299176,575.7006477537443,578.1084357060909,7.570371194561771,19.3,A,4,1,0.12182103117554566
TERRASAR-X,2007-026A,2026-04-08 12:04:26.767776,15.19146976,0.00020305,97.4464,107.2041,88.5124,271.6343,0,U,31698,999,4264,4.6827341e-05,9.16e-06,0.0,5687.402296484576,6886.489579766413,515.489579766413,507.09127805724165,509.88788147558535,7.607882806598479,19.3,A,4,1,0.14895684615872795
COSMOS 2428,2007-029A,2026-04-10 11:07:04.507104,14.12948775,0.0009637,70.941,136.6557,243.6889,116.3243,0,U,31792,999,96858,-2.633e-05,-9.7e-07,0.0,6114.871361843957,7227.367617142273,856.367617142273,842.4026029696333,856.3326313149128,7.426303405983694,19.3,A,4,1,0.10028240585999793
WORLDVIEW-1 (WV-1),2007-041A,2026-04-10 06:49:03.087264,15.24155387,0.0001145,97.3854,220.9848,308.4198,51.6937,0,U,32060,999,3253,0.00030241,7.289e-05,0.0,5668.7133567176115,6871.395192645334,500.39519264533374,492.60841789577535,494.1819673948921,7.616234337037127,19.3,A,4,1,0.11147053240383947
GLOBALSTAR M066,2007-048C,2026-04-10 09:31:47.398368,12.30388175,0.0004084,51.9587,252.5192,254.309,128.4848,0,U,32265,999,85188,6.8375e-05,-8.6e-07,0.0,7022.174119968277,7925.6761845959245,1554.6761845959245,1544.4393384421355,1550.9130307497135,7.0916060043155555,19.3,C,4,1,0.029453738125955642
YAOGAN-3,2007-055A,2026-04-10 12:44:54.951648,14.90531491,0.0001303,97.8231,131.0698,81.0943,279.0422,0,U,32289,999,99578,0.00014784,1.389e-05,0.0,5796.590043329718,6974.348632354694,603.348632354694,595.4398747278983,597.2573899814888,7.559810945123709,19.3,A,4,1,0.16104917780951222
COSMO-SKYMED 2,2007-059A,2026-04-10 12:22:17.604192,14.82148716,0.0001383,97.8883,285.0927,90.5557,269.5815,0,U,32376,999,99197,7.6089e-05,5.53e-06,0.0,5829.374547054562,7000.621039913164,629.6210399131642,621.6528540233439,623.5892258029835,7.545612124261233,19.3,A,4,1,0.145144541009448
RADARSAT-2,2007-061A,2026-04-10 12:22:55.259904,14.29982623,0.0001256,98.5815,108.4098,83.663,276.4696,0,U,32382,999,95628,1.9831e-05,7e-08,0.0,6042.031463203311,7169.858481426805,798.8584814268052,790.9579472015384,792.7590156520728,7.456026957061546,19.3,A,4,1,0.1552325750455275
CARTOSAT-2A,2008-021A,2026-04-10 11:14:27.324384,14.79157697,0.0011271,97.7709,151.4682,339.003,21.0717,0,U,32783,999,96879,5.1636e-05,3.33e-06,0.0,5841.162181370848,7010.055210949328,639.0552109493283,624.1541777210668,639.9562441775888,7.54053295154658,18.3,A,4,1,0.11644224542210568
CUTE-1.7+APD II (CO-65),2008-021C,2026-04-10 11:38:04.543584,15.08826001,0.0007261,97.8246,80.5469,256.5535,103.4884,0,U,32785,999,97498,0.00036915,5.746e-05,0.0,5726.306409270315,6917.858119074159,546.8581190741588,534.8350622938997,544.8811758544189,7.590614505111431,18.3,C,4,1,0.12645531571542157
CANX-2,2008-021H,2026-04-09 21:21:40.261248,15.05137655,0.00090171,97.8594,78.3859,275.8917,84.128,0,U,32790,999,97453,0.00034836347,4.901e-05,0.0,5740.338746624474,6929.155001507236,558.1550015072362,544.9069131508277,557.4030898636447,7.584424337717298,18.3,H,4,1,0.12619138535927305
SEEDS II (CO-66),2008-021J,2026-04-10 12:20:42.896832,15.30504153,0.0003711,97.7533,95.309,147.753,212.3937,0,U,32791,999,97693,0.00060703,0.00017849,0.0,5645.19866415547,6852.379630017536,481.37963001753633,471.83671193683676,476.9225480982359,7.626794657187497,18.3,J,4,1,0.1063135699056022
YUBILEINY (RS30),2008-025A,2026-04-10 11:55:26.508576,12.43177536,0.0020516,82.506,37.5369,97.6504,262.6907,0,U,32953,999,81128,0.00052677,8.3e-07,0.0,6949.932531599413,7871.224893258912,1500.2248932589118,1477.0762882679019,1509.3734982499209,7.116092764061567,18.3,A,4,1,0.0452509690276548
COSMOS 2437,2008-025B,2026-04-10 12:27:40.589856,12.42757727,0.0021428,82.504,39.5263,114.9093,10.2948,0,U,32954,999,81096,0.00023674,4.3e-07,0.0,6952.280249229945,7872.997416289266,1501.9974162892659,1478.1271574256416,1511.8676751528892,7.115291662037184,18.3,B,4,1,0.07807770425303312
COSMOS 2438,2008-025C,2026-04-10 12:34:17.070816,12.43367392,0.0022389,82.5048,34.9314,91.2249,269.1396,0,U,32955,999,81142,-0.00037764,-4.3e-07,0.0,6948.871311561627,7870.423608341437,1499.423608341437,1474.8025169247212,1510.044699758153,7.116454998228637,18.3,C,4,1,0.012387773354469056
COSMOS 2439,2008-025D,2026-04-10 11:36:10.499904,12.4306892,0.0021928,82.5089,39.8741,101.2795,259.075,0,U,32956,999,81130,0.00022209,4.1e-07,0.0,6950.539797905976,7871.683397476085,1500.6833974760848,1476.422370122099,1510.9444248300706,7.115885514487972,18.3,D,4,1,0.07521440456099227
FENGYUN 3A,2008-026A,2026-04-10 10:52:39.656928,14.19556659,0.0008163,98.6837,42.5715,330.0835,29.9874,0,U,32958,999,92579,6.943e-05,1.03e-06,0.0,6086.407291475359,7204.921766654299,833.9217666542991,821.0403890161788,832.8031442924193,7.437862176431382,18.3,A,4,1,0.08561464409822189
FGRST (GLAST),2008-029A,2026-04-09 00:13:26.474880,15.23577947,0.00077947,25.5836,324.6787,228.52,131.4669,0,U,33053,999,98527,0.00012451025,3.402e-05,0.0,5670.861813806498,6873.131267413493,502.13126741349333,489.7738677844827,500.48866704250304,7.615272389214086,18.3,A,4,1,0.022299114700122358
HUANJING 1A (HJ-1A),2008-041A,2026-04-10 12:47:25.783584,14.83837229,0.0019323,97.6668,89.0075,5.8599,354.2838,0,U,33320,999,94837,0.0002242,1.813e-05,0.0,5822.741087189692,6995.309189262569,624.3091892625689,603.792153316157,630.8262252089808,7.548476440735325,18.3,A,4,1,0.11672972732908271
HUANJING 1B (HJ-1B),2008-041B,2026-04-10 12:57:18.273312,14.8319615,0.003772,97.6512,92.3862,47.118,313.3191,0,U,33321,999,94838,0.00018971,1.516e-05,0.0,5825.257839295227,6997.324756713095,626.3247567130948,592.9308477307732,645.7186656954173,7.547389199559096,18.3,B,4,1,0.1344575826705109
GEOEYE 1,2008-042A,2026-04-10 10:51:12.596832,14.6466409,0.0002845,98.1261,175.2358,275.0605,85.0273,0,U,33331,999,94023,9.9656e-05,4.82e-06,0.0,5898.963495445567,7056.224683299438,685.2246832994379,676.2171873770394,680.2321792218363,7.515823294803457,18.3,A,4,1,0.14748668391292064
THEOS,2008-049A,2026-04-10 11:19:37.187616,14.20123869,0.0001207,98.5634,159.9347,96.1879,263.9435,0,U,33396,999,90835,4.8868e-05,6.2e-07,0.0,6083.976326715765,7203.003166050962,832.0031660509621,824.1337635688196,825.8725685331056,7.438852689443395,18.3,A,4,1,0.15251299741873742
SHIJIAN-6 03A (SJ-6 03A),2008-053A,2026-04-10 11:54:53.141760,15.1651308,0.0010111,97.8486,131.4777,241.2862,118.7354,0,U,33408,999,95270,0.00043486,8.416e-05,0.0,5697.2802371081425,6894.4609588384055,523.4609588384055,509.48996936292406,523.431948313887,7.60348341570872,18.3,A,4,1,0.12653881960409225
SHIJIAN-6 03B (SJ-6 03B),2008-053B,2026-04-10 12:19:38.695584,15.04102082,0.0017639,97.8644,119.2789,269.6888,90.2316,0,U,33409,999,95257,0.00021424,2.912e-05,0.0,5744.2909649532685,6932.335114863354,561.3351148633537,542.1071689542459,566.5630607724615,7.582684513006549,18.3,B,4,1,0.1440510997975935
COSMO-SKYMED 3,2008-054A,2026-04-10 12:53:58.602048,15.06537385,0.0016812,97.8383,317.9736,132.3308,227.9346,0,U,33412,999,94675,0.00025983,3.788e-05,0.0,5735.005374592812,6924.862399263296,553.8623992632956,535.2203205976539,558.5044779289365,7.586774700168579,18.3,A,4,1,0.1139514669044514
SHIYAN-3 (SY-3),2008-056A,2026-04-10 12:07:53.155776,14.30780159,0.001306,98.6132,127.6921,338.1743,21.8882,0,U,33433,999,90912,7.1204e-05,1.43e-06,0.0,6038.663554042197,7167.19385048639,796.1938504863901,779.8334953176545,798.5542056551258,7.457412835152857,18.3,A,4,1,0.11926290854098393
CHUANGXIN 1-02 (CX-1-02),2008-056B,2026-04-10 12:05:03.271776,14.30139811,0.0013912,98.6208,127.4267,344.0696,16.0047,0,U,33434,999,90894,7.9579e-05,1.62e-06,0.0,6041.367377891979,7169.333107915516,798.3331079155159,781.3591316957836,801.3070841352483,7.456300143370693,18.3,B,4,1,0.11662715706747678
YAOGAN-4,2008-061A,2026-04-10 08:43:49.397088,14.83076164,0.0012959,97.9273,34.3949,294.6391,65.3473,0,U,33446,999,93561,0.00014537,1.131e-05,0.0,5825.729122836877,6997.702156835089,626.7021568350892,610.6338346100465,628.770479060131,7.547185673891196,18.3,A,4,1,0.11005529353776816
GOSAT (IBUKI),2009-002A,2026-04-10 13:40:40.174752,14.67536452,0.0001057,98.0801,212.5276,102.4377,257.6946,0,U,33492,999,92154,0.00013282,7.05e-06,0.0,5887.417643510772,7047.014395752353,676.0143957523533,668.2695263307223,669.7592651739842,7.520733196103053,17.3,A,4,1,0.15061829508697822
STARS (KUKAI),2009-002G,2026-04-10 08:58:56.692128,14.95277625,0.0009363,98.149,44.9634,41.8471,318.3463,0,U,33498,999,92834,0.00040663,4.419e-05,0.0,5778.191190415225,6959.582710472312,588.5827104723121,575.0664531804969,588.0989677641273,7.567826399215845,17.3,G,4,1,0.0965426448819387
KKS-1 (KISEKI),2009-002H,2026-04-10 12:23:36.915072,14.82952105,0.0008636,98.1186,21.8983,141.4207,218.7625,0,U,33499,999,92616,0.00017939,1.401e-05,0.0,5826.216484584308,6998.092421553358,627.0924215533578,614.0488689381045,626.135974168611,7.546975227874001,17.3,H,4,1,0.13353950969676764
COSMOS 2451,2009-036A,2026-04-10 12:37:33.934944,12.40868826,0.0006812,82.4861,134.3517,8.9849,351.135,0,U,35498,999,75925,-0.00010338,-4e-08,0.0,6962.8632930133745,7880.98512188102,1509.98512188102,1497.6165948159942,1508.3536489460457,7.111684926169741,17.3,A,4,1,0.03555411173469142
COSMOS 2453,2009-036C,2026-04-10 12:52:11.243136,12.41518529,0.0006045,82.4857,129.9379,322.5934,37.4723,0,U,35500,999,75958,-8.1082e-05,-1e-08,0.0,6959.219534934545,7878.235399801358,1507.2353998013577,1495.4730065021777,1504.997793100537,7.11292590527533,17.3,C,4,1,0.03741092703254212
DEIMOS-1,2009-041A,2026-04-10 11:50:25.694016,14.75168904,0.000263,97.7321,260.6862,69.3323,290.8168,0,U,35681,999,89690,0.00014878,9.57e-06,0.0,5856.956431614152,7022.686113988101,651.6861139881012,642.8391475401222,646.5330804360792,7.53374875219681,17.3,A,4,1,0.14247476744997
DUBAISAT-1,2009-041B,2026-04-10 07:43:45.751584,14.74999453,0.0009172,97.9936,234.3686,291.2214,68.8015,0,U,35682,999,89509,0.00018737,1.21e-05,0.0,5857.629290930998,7023.223957532597,652.2239575325966,638.782256518748,651.6656585464452,7.53346027672347,17.3,B,4,1,0.13815726356134855
UK-DMC 2,2009-041C,2026-04-10 13:38:28.123584,14.75925445,0.0001578,97.8719,237.2327,96.871,263.268,0,U,35683,999,89659,0.00011809,7.62e-06,0.0,5853.9542286975075,7020.286081299551,649.2860812995514,641.178280155922,643.3938824431807,7.535036427511166,17.3,C,4,1,0.14974672569590597
APRIZESAT 4,2009-041D,2026-04-10 11:39:26.119872,14.83778064,0.0043423,98.1438,174.4556,179.4577,180.6691,0,U,35684,999,90132,0.00010928,8.61e-06,0.0,5822.973266438585,6995.495144618806,624.4951446188061,587.1186060523278,647.8716831852844,7.548376112672415,17.3,D,4,1,0.13935173828066427
NANOSAT 1B,2009-041E,2026-04-10 12:43:49.476864,14.92870377,0.0050134,98.1071,217.1333,28.6977,331.6983,0,U,35685,999,90432,0.00018199,1.867e-05,0.0,5787.508502488023,6967.062235627446,596.0622356274462,554.1335658153521,623.9909054395403,7.5637630690791005,17.3,E,4,1,0.10780302819673393
APRIZESAT 3,2009-041F,2026-04-10 08:22:28.384896,14.96019088,0.0060729,98.1963,250.3683,291.3783,68.0963,0,U,35686,999,90623,0.00016251,1.822e-05,0.0,5775.327380047439,6957.28296288674,586.2829628867403,537.0320791814247,621.5338465920549,7.569077078006583,17.3,F,4,1,0.11622463052958487
OCEANSAT-2,2009-051A,2026-04-10 12:03:03.487680,13.99654885,0.0017129,98.2319,94.1235,66.7797,293.5171,0,U,35931,999,86986,-5.5314e-05,-1.18e-06,0.0,6172.950269808833,7273.059058948967,902.0590589489666,882.6010360868931,907.51708181104,7.402939570231269,17.3,A,4,1,0.10977382093243448
SWISSCUBE,2009-051B,2026-04-10 12:01:03.675072,14.62351118,0.000805,98.4072,7.2049,67.0723,293.1327,0,U,35932,999,87926,0.00021869,1.056e-05,0.0,5908.293769978162,7063.663184465769,692.6631844657686,679.9769356022744,691.3494333292629,7.51186492469632,17.3,B,4,1,0.11922632885095763
BEESAT-1,2009-051C,2026-04-10 04:50:18.069792,14.61609994,0.0006572,98.4002,6.6767,80.0624,280.1317,0,U,35933,999,87925,0.00020022966,9.46e-06,0.0,5911.289629564479,7066.050783538462,695.0507835384624,683.406974963521,692.6945921134038,7.51059569824948,17.3,C,4,1,0.12427048133353524
ITUPSAT1,2009-051E,2026-04-10 11:25:06.585888,14.60339085,0.0008766,98.409,6.2178,88.3744,271.846,0,U,35935,999,87885,0.00018989,8.7e-06,0.0,5916.434127352005,7070.1498340316675,699.1498340316675,685.9521406871554,698.3475273761796,7.508418179013561,17.3,E,4,1,0.12773561865678834
WORLDVIEW-2 (WV-2),2009-055A,2026-04-10 10:59:04.116192,14.37924213,0.0005417,98.4704,174.8625,69.6937,290.4832,0,U,35946,999,86591,5.1068e-05,1.11e-06,0.0,6008.661598356436,7143.434919887209,772.4349198872087,761.5653211911058,769.3045185833125,7.469804148016267,17.3,A,4,1,0.1562696941352254
DMSP 5D-3 F18 (USA 210),2009-057A,2026-04-10 11:09:35.553312,14.14857593,0.0012247,98.9004,81.3977,83.9498,276.307,0,U,35951,999,85001,0.00016536,2.75e-06,0.0,6106.621643581907,7220.86574569158,849.8657456915798,834.022351412832,851.7091399703286,7.429646080354417,17.3,A,4,1,0.12862095058224193
SMOS,2009-059A,2026-04-10 05:19:52.934016,14.39783799,0.0001037,98.4438,288.5473,100.407,259.7235,0,U,36036,999,86367,9.8418e-05,2.65e-06,0.0,6000.900972771677,7137.2827495741385,766.2827495741385,758.5426133530073,760.0228857952688,7.4730228525330595,17.3,A,4,1,0.13660717790794497
