OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,ORBIT_PERIOD_SEC,SEMI_MAJOR_AXIS,ORBIT_HEIGHT,PERIGEE,APOGEE,ORBITAL_SPEED,AGE_SINCE_LAUNCH,SAT_TYPE,CLUSTER,ANOMALY_LABEL,ANOMALY_SCORE
STARLINK-33534,2025-071G,2026-04-10 00:09:40.755744,15.30208522,0.00015248,53.1567,354.5355,93.9501,266.1674,0,U,63499,999,5754,0.0011987294,0.00035322,0.0,5646.289297034774,6853.262172315994,482.26217231599367,474.2171868999585,476.3071577320279,7.62630356364476,1.3,G,2,1,0.17887695981320717
STARLINK-33838,2025-071H,2026-04-09 23:45:21.578112,15.30198693,8.238e-05,53.1592,354.4253,71.5714,288.5376,0,U,63500,999,5735,0.00026145189,7.392e-05,0.0,5646.325565120582,6853.291519546993,482.2915195469932,474.7269453916124,475.856093702374,7.626287234911967,1.3,H,2,1,0.18067611860681293
STARLINK-33837,2025-071J,2026-04-10 00:37:01.736256,15.30213349,0.00010393,53.1624,354.6524,101.5612,258.5506,0,U,63501,999,5750,0.0011406581,0.0003359,0.0,5646.2714860292335,6853.24776007127,482.24776007127,474.53550203156556,475.9600181109745,7.626311582623452,1.3,J,2,1,0.17589874196117866
STARLINK-33818,2025-071K,2026-04-09 23:40:47.909568,15.30197927,8.87e-05,53.1597,354.408,85.1443,274.9659,0,U,63502,999,5756,0.0002204068,6.174e-05,0.0,5646.328391608126,6853.293806667621,482.29380666762063,474.6859195069692,475.9016938282721,7.62628596236764,1.3,K,2,1,0.18539557999318634
STARLINK-33583,2025-071L,2026-04-09 23:38:41.204832,15.30205303,9.08e-05,53.1617,357.2358,76.9447,283.1655,0,U,63503,999,5753,0.00045592,0.0001317,0.0,5646.301174790792,6853.2717835070125,482.2717835070125,474.64950642907024,475.8940605849548,7.626298215988316,1.3,L,2,1,0.1801678011085348
STARLINK-33811,2025-071M,2026-04-09 23:10:34.604256,15.30225514,0.0002767,53.1624,354.9854,83.4255,276.706,0,U,63504,999,5749,0.0010343,0.00030426,0.0,5646.226599251436,6853.211438684346,482.2114386843459,473.3151550792618,477.10772228942915,7.626331791969775,1.3,M,2,1,0.163309640630402
STARLINK-33825,2025-071N,2026-04-09 23:27:07.612416,15.30207132,0.0001193,53.1609,354.3443,99.0805,261.0331,0,U,63505,999,5756,0.00061569,0.00017924,0.0,5646.294425975791,6853.2663225310325,482.26632253103253,474.44872785875395,476.0839172033102,7.626301254468154,1.3,N,2,1,0.18415520882656056
STARLINK-33792,2025-071P,2026-04-09 23:33:12.146112,15.30205311,8.97e-05,53.1608,354.3742,86.1115,273.9989,0,U,63506,999,5751,0.00055401,0.00016087,0.0,5646.30114527161,6853.271759620818,482.27175962081765,474.6570211439803,475.886498097655,7.626298229278557,1.3,P,2,1,0.18568204549030293
STARLINK-33843,2025-071Q,2026-04-10 00:00:33.089472,15.3020376,0.00010205,53.1581,354.457,69.4246,290.6864,0,U,63507,999,5754,0.00074453624,0.00021759,0.0,5646.306868308832,6853.276390560819,482.276390560819,474.57701370516224,475.9757674164757,7.626295652632476,1.3,Q,2,1,0.17987382067780905
STARLINK-33809,2025-071R,2026-04-09 23:43:50.147040,15.30208985,0.00010846,53.1603,354.3871,94.7438,265.3687,0,U,63508,999,5750,0.00066443298,0.00019376,0.0,5646.287588619799,6853.260789907631,482.2607899076311,474.5174852423579,476.00409457290516,7.626304332816225,1.3,R,2,1,0.18475533730476418
STARLINK-33678,2025-071S,2026-04-10 00:06:37.724256,15.30208193,0.00013029,53.1588,354.4793,43.857,316.2534,0,U,63509,999,5729,0.00049829982,0.00014431,0.0,5646.290511006302,6853.263154632511,482.26315463251103,474.37024297609423,476.15606628892783,7.62630301708438,1.3,S,2,1,0.16444554416689644
STARLINK-33764,2025-071T,2026-04-09 23:15:07.634304,15.30214398,0.000127,53.1619,354.972,67.0801,293.0333,0,U,63510,999,5753,0.0010046,0.00029527,0.0,5646.267615369804,6853.244628023137,482.244628023137,474.3742659553782,476.11499009089584,7.626313325299623,1.3,T,2,1,0.17475965286373862
STARLINK-33804,2025-071U,2026-04-10 00:30:56.550240,15.30201493,8.891e-05,53.1617,354.5868,84.9232,275.187,0,U,63511,999,5719,0.00058378198,0.00016971,0.0,5646.315233336398,6853.283159331168,482.28315933116755,474.6738339254716,475.8924847368644,7.626291886506415,1.3,U,2,1,0.18553970286798738
STARLINK-33751,2025-071V,2026-04-10 09:46:08.569632,15.30196017,0.000123,53.1622,352.7226,89.1222,270.992,0,U,63512,999,5760,0.00053079,0.00015392,0.0,5646.335439389659,6853.299509548518,482.29950954851756,474.4565537088429,476.14246538819225,7.626282789311398,1.3,V,2,1,0.1894169585446704
STARLINK-33750,2025-071W,2026-04-10 09:50:42.037728,15.30205519,0.0001208,53.1619,352.7449,78.865,281.2487,0,U,63513,999,5760,0.00074451,0.00021759,0.0,5646.30037777298,6853.271138579813,482.27113857981294,474.4432634262721,476.0990137333529,7.626298574824772,1.3,W,2,1,0.1872145064791047
STARLINK-33786,2025-071X,2026-04-10 10:02:51.494784,15.30212735,0.0001224,53.1615,352.7967,79.3244,280.7895,0,U,63514,999,5724,0.0011574,0.0003409,0.0,5646.273751603564,6853.249593321313,482.2495933213131,474.4107555710907,476.0884310715355,7.626310562600994,1.3,X,2,1,0.18325387007924898
STARLINK-33796,2025-071Y,2026-04-09 23:36:14.192640,15.30199891,8.45e-05,53.1603,354.3477,81.6408,278.4689,0,U,63515,999,5756,0.00082547,0.00024168,0.0,5646.321144588293,6853.287942565817,482.2879425658166,474.7088397346697,475.8670453969635,7.626289225130571,1.3,Y,2,1,0.18220505673566706
STARLINK-33785,2025-071Z,2026-04-10 09:58:17.976576,15.30209986,0.0001009,53.1617,352.7771,78.8415,281.2699,0,U,63516,999,5760,0.00094284,0.00027678,0.0,5646.283895052296,6853.2578011610485,482.2578011610485,474.5663074489121,475.94929487318586,7.626305995754436,1.3,Z,2,1,0.1846755611084246
STARLINK-33803,2025-071AA,2026-04-09 23:46:52.317120,15.30192836,0.00010067,53.1591,354.3904,89.072,271.0396,0,U,63517,999,5756,0.00045584074,0.00013163,0.0,5646.347177121407,6853.3090074094725,482.30900740947254,474.6190847916969,475.9989300272482,7.626277504754802,1.3,A,2,1,0.18651685723887307
STARLINK-33807,2025-071AB,2026-04-10 09:34:45.181056,15.30204936,0.0001104,53.1585,354.8086,81.9809,278.1317,0,U,63518,999,5759,0.00081782,0.00023944,0.0,5646.302528983608,6853.272879286445,482.27287928644455,474.51627796057164,476.02948061231837,7.626297606298523,1.3,B,2,1,0.18301843943521584
STARLINK-33787,2025-071AC,2026-04-10 00:18:01.615680,15.30206099,0.00013994,53.1613,356.6619,70.7389,289.3763,0,U,63519,999,5716,0.00058042868,0.00016874,0.0,5646.298237633675,6853.269406831602,482.2694068316023,474.3103603108102,476.22845335239435,7.626299538366937,1.3,C,2,1,0.18037721650424815
STARLINK-11669 [DTC],2025-075A,2026-04-10 12:00:02.000160,15.70853955,0.0001985,43.0003,321.6279,252.3326,207.114,0,U,63548,999,597,-0.00055079,-0.00070573,0.0,5500.193046272084,6734.528840433946,363.52884043394624,355.1920364591206,357.8656444087719,7.693237729114171,1.3,A,3,1,0.108969532401537
STARLINK-11665 [DTC],2025-075B,2026-04-10 12:12:59.289984,15.70884167,0.0001352,42.9989,321.9466,270.9876,89.0837,0,U,63549,999,5825,0.0014289,0.00187432,0.0,5500.087263913457,6734.442492358217,363.44249235821735,355.53199573325037,357.3529889831834,7.693287049762868,1.3,B,3,1,0.13021409635378445
STARLINK-11667 [DTC],2025-075C,2026-04-10 08:08:54.616992,15.70911193,6.38e-05,42.9992,323.2675,47.1287,312.9634,0,U,63550,999,5822,0.0021615,0.00287581,0.0,5499.992640258691,6734.365252445703,363.36525244570294,355.93559994259704,356.79490494880883,7.693331168777247,1.3,C,2,1,0.07564781970436085
STARLINK-11695 [DTC],2025-075D,2026-04-09 23:23:35.179008,15.7091832,0.00048408,42.9992,324.8053,256.3024,103.7305,0,U,63551,999,5817,0.0013405948,0.00175908,0.0,5499.967687689835,6734.344883953026,363.3448839530256,353.0849222816014,359.6048456244507,7.693342803275018,1.3,D,3,1,0.11301618175579586
STARLINK-11685 [DTC],2025-075E,2026-04-09 23:37:34.151520,15.7093332,0.00035572,42.9989,324.8824,254.8553,105.1921,0,U,63552,999,5817,0.0014301881,0.00188043,0.0,5499.915171447252,6734.302015452402,363.302015452402,353.90648953946584,358.6975413653381,7.693367289966077,1.3,E,3,1,0.12030408506888346
STARLINK-11697 [DTC],2025-075F,2026-04-10 07:23:02.266368,15.70894903,0.0001433,42.9991,323.0081,34.4191,325.677,0,U,63553,999,5822,0.0018218,0.00240762,0.0,5500.049674551653,6734.411808762171,363.41180876217095,355.44676754997545,357.37684997436645,7.693304575973762,1.3,F,2,1,0.07489836470842787
STARLINK-11680 [DTC],2025-075G,2026-04-10 08:01:15.337920,15.70886302,9.76e-05,42.9999,323.2222,292.4645,67.6119,0,U,63554,999,5822,0.0016098,0.00211869,0.0,5500.079788715351,6734.43639047889,363.43639047888973,355.7791094871791,357.0936714706004,7.69329053509526,1.3,G,3,1,0.11755154783248994
STARLINK-11626 [DTC],2025-075J,2026-04-10 00:46:23.177280,15.70853859,0.00020099,42.9999,325.2676,283.5736,76.4908,0,U,63556,999,5817,0.0012924557,0.00168905,0.0,5500.19338240681,6734.529114813283,363.52911481328283,355.17554180649677,357.8826878200689,7.693237572394566,1.3,J,3,1,0.12732833848901565
STARLINK-11668 [DTC],2025-075K,2026-04-10 00:38:43.846368,15.70946601,0.00045123,43.0019,325.2245,272.243,87.7921,0,U,63557,999,5817,0.0012864526,0.0016883,0.0,5499.868674403147,6734.264060251365,363.26406025136475,353.2253582794574,359.3027622232712,7.693388970352241,1.3,K,3,1,0.11898304487293382
STARLINK-11657 [DTC],2025-075L,2026-04-10 12:00:02.000160,15.70873078,0.0001719,43.0003,322.1462,256.9474,352.0652,0,U,63558,999,592,-0.00077722,-0.00099138,0.0,5500.126089754019,6734.47418519875,363.4741851987501,355.3165290863144,357.6318413111858,7.693268947205801,1.3,L,3,1,0.09674141208058878
STARLINK-11606 [DTC],2025-075M,2026-04-09 23:29:55.258656,15.70862347,0.00035341,43.0004,324.837,260.0394,100.0075,0,U,63559,999,5817,0.00099383033,0.00129221,0.0,5500.163662653505,6734.504855214847,363.50485521484734,354.12481385396586,358.8848965757288,7.693251428995023,1.3,M,3,1,0.12799559551073336
STARLINK-11592 [DTC],2025-075N,2026-04-10 07:30:41.008032,15.70891192,0.0001449,42.999,323.0472,28.2673,331.8273,0,U,63560,999,5822,0.0018652,0.00246648,0.0,5500.062667612182,6734.422414797993,363.42241479799304,355.44659699008844,357.39823260589765,7.6932985178821385,1.3,N,2,1,0.07086521019451547
STARLINK-32953,2025-075P,2026-04-10 06:14:31.000128,15.27589257,0.0001241,42.9996,92.5134,278.0713,81.9998,0,U,63561,999,5675,0.00076465,0.00020845,0.0,5655.970648136078,6861.09385167225,490.0938516722499,482.24238992525807,483.94531341924267,7.621949752199307,1.3,P,3,1,0.1928869769326273
STARLINK-32951,2025-075Q,2026-04-10 06:08:57.462432,15.27597558,0.0001264,43.0003,92.4574,268.5132,91.5575,0,U,63562,999,5676,0.0008239,0.00022491,0.0,5655.939913462469,6861.068996089334,490.0689960893342,482.20175696822844,483.9362352104408,7.621963558198968,1.3,Q,3,1,0.19492905048825548
STARLINK-32958,2025-075R,2026-04-10 09:02:28.360032,15.27597232,0.0001817,43.0022,91.6706,286.7844,73.2808,0,U,63563,999,5677,0.00082682,0.00022572,0.0,5655.941120479852,6861.069972222907,490.0699722229074,481.82331580895516,484.3166286368596,7.62196301600549,1.3,R,3,1,0.18801078627154366
STARLINK-32928,2025-075S,2026-04-10 00:47:37.788000,15.27601302,0.00013709,43.004,93.3911,267.6525,92.417,0,U,63564,999,5673,0.00065263916,0.00017752,0.0,5655.926051312045,6861.057785549525,490.05778554952485,482.11720313770456,483.99836796134514,7.6219697851025785,1.3,S,3,1,0.19533087065015514
STARLINK-32687,2025-075T,2026-04-10 07:41:15.800928,15.27590726,0.0001525,42.9992,92.0792,267.4235,92.6442,0,U,63565,999,5677,0.00054753,0.0001484,0.0,5655.9652091001235,6861.089453047098,490.0894530470978,482.0431369055077,484.13576918868785,7.621952195404191,1.3,T,3,1,0.1940804392469126
STARLINK-32950,2025-075U,2026-04-10 08:30:59.904000,15.27604033,0.0001968,43.0065,91.448,285.9892,74.0743,0,U,63566,999,5677,0.00066853,0.00018193,0.0,5655.91593983439,6861.049608232196,490.0496082321961,481.6993536692962,484.39986279509685,7.621974327209879,1.3,U,3,1,0.18853962676364572
STARLINK-32954,2025-075V,2026-04-10 08:49:31.332864,15.27609149,0.0001652,43.005,91.5751,283.4803,76.5865,0,U,63567,999,5677,0.00094581,0.00025879,0.0,5655.896998035065,6861.034289676221,490.0342896762213,481.90084681156713,484.1677325408764,7.621982835954354,1.3,V,3,1,0.19011755882715958
STARLINK-32940,2025-075W,2026-04-10 08:56:54.848256,15.27596602,0.000195,43.0011,91.6148,280.3754,79.6877,0,U,63568,999,5677,0.00099857,0.00027333,0.0,5655.943453060915,6861.07185861699,490.07185861698963,481.7339496045597,484.40976762941955,7.62196196820806,1.3,W,3,1,0.18966849676590514
STARLINK-32959,2025-076A,2026-04-10 12:32:30.397056,15.27593673,0.0001713,43.0013,145.8979,265.08,94.9856,0,U,63569,999,5665,0.00068248,0.00018573,0.0,5655.954297736869,6861.080628869361,490.08062886936114,481.9053257576361,484.2559319810871,7.621957096777813,1.3,A,3,1,0.1956791345859139
STARLINK-32956,2025-076B,2026-04-10 12:43:23.488608,15.27598357,0.0001792,43.0013,145.0877,267.9054,92.1592,0,U,63570,999,5665,0.00066119,0.00017987,0.0,5655.93695516131,6861.066603665271,490.06660366527103,481.8371005298941,484.296106800648,7.621964887071612,1.3,B,3,1,0.19620904339495038
STARLINK-33722,2025-076C,2026-04-10 09:56:07.001088,15.27592153,2.54e-05,42.9973,142.4155,215.3199,144.7636,0,U,63571,999,5667,0.00061147,0.00016609,0.0,5655.959925581001,6861.085180189253,490.08518018925315,482.9109086256767,483.2594517528296,7.621954568754201,1.3,C,3,1,0.1484448939230939
STARLINK-33739,2025-076D,2026-04-10 12:20:13.973568,15.27592826,0.0001783,43.0028,142.3085,278.9254,81.1396,0,U,63572,999,5669,0.00072377,0.00019716,0.0,5655.957433777579,6861.083165031554,490.083165031554,481.8598339032287,484.3064961598793,7.621955688070126,1.3,D,3,1,0.19437377901151065
STARLINK-33683,2025-076E,2026-04-10 12:18:22.792320,15.27594464,0.000152,43.0018,142.2955,265.5728,94.495,0,U,63573,999,5669,0.00053298,0.00014439,0.0,5655.951369040835,6861.078260389431,490.0782603894313,482.0353764938518,484.1211442850099,7.621958412347333,1.3,E,3,1,0.19589651432007305
STARLINK-33732,2025-076G,2026-04-10 11:59:52.598112,15.27591859,0.000147,43.0029,142.2036,272.3027,87.7656,0,U,63575,999,5669,0.00051202,0.00013859,0.0,5655.961014125829,6861.086060511208,490.0860605112084,482.0774808603128,484.09464016210313,7.621954079781019,1.3,G,3,1,0.19664959732186604
STARLINK-33800,2025-076H,2026-04-10 11:22:52.494816,15.27595645,0.0001611,43.0007,142.0039,269.737,90.3297,0,U,63576,999,5669,0.00078119,0.00021307,0.0,5655.946996366306,6861.074724141909,490.0747241419094,481.9694050038497,484.18004327996823,7.621960376553319,1.3,H,3,1,0.19654429810899343
STARLINK-33632,2025-076J,2026-04-10 12:14:40.898112,15.27589529,0.0001661,43.0022,142.2751,278.2443,81.822,0,U,63577,999,5669,0.00044014,0.00011873,0.0,5655.96964104354,6861.093037222405,490.09303722240475,481.9534096689222,484.2326647758873,7.621950204583175,1.3,J,3,1,0.19534314202494318
STARLINK-33719,2025-076K,2026-04-10 11:35:50.125056,15.27587828,0.0001535,42.9991,142.0748,279.8673,80.2006,0,U,63578,999,5669,0.00064879,0.00017638,0.0,5655.975939080342,6861.0981305322075,490.0981305322075,482.04495196917105,484.15130909524396,7.621947375519944,1.3,K,3,1,0.19453313036963926
STARLINK-33755,2025-076L,2026-04-10 11:37:39.300960,15.27596509,0.0001353,43.0004,141.9991,273.3431,86.7266,0,U,63579,999,5669,0.00069222,0.00018844,0.0,5655.943797394473,6861.072137084798,490.07213708479776,482.14383402465046,484.00044014494506,7.621961813533177,1.3,L,3,1,0.19699093469640205
STARLINK-33752,2025-076M,2026-04-10 11:56:10.618368,15.27598829,0.0001327,43.0023,142.1813,265.6822,94.3878,0,U,63580,999,5669,0.00061804,0.00016793,0.0,5655.935207580602,6861.065190369431,490.06519036943064,482.1547270186684,483.9756537201929,7.6219656720875255,1.3,M,3,1,0.19607726583087187
STARLINK-33714,2025-076N,2026-04-10 11:24:43.441920,15.27594861,0.0001574,42.9993,142.0111,278.3348,81.7325,0,U,63581,999,5669,0.00070371,0.00019162,0.0,5655.949899140175,6861.077071658807,490.07707165880674,481.99713812772825,484.15700518988524,7.621959072626682,1.3,N,3,1,0.19504500603913166
STARLINK-33814,2025-076P,2026-04-10 11:15:28.204416,15.2759116,0.0001121,43.0001,141.9613,270.8222,89.2502,0,U,63582,999,5669,0.00095744,0.00026187,0.0,5655.963602198379,6861.0881535227045,490.0881535227045,482.3190255406953,483.8572815047137,7.62195291722208,1.3,P,3,1,0.1957736568608172
STARLINK-33817,2025-076Q,2026-04-10 11:06:13.347072,15.27585412,0.0001351,43.0004,141.9104,285.2937,74.7765,0,U,63583,999,5668,0.0011067,0.00030324,0.0,5655.984884464188,6861.105364785072,490.1053647850722,482.1784294502895,484.0323001198549,7.621943357281902,1.3,Q,3,1,0.19070266434694916
STARLINK-33820,2025-076R,2026-04-10 12:29:16.416096,15.27613303,0.0001833,43.0007,141.4801,273.2253,86.8389,0,U,63584,999,5670,0.0011772,0.00032307,0.0,5655.881618098216,6861.021851646561,490.0218516465611,481.7642263411544,484.2794769519678,7.621989744721565,1.3,R,3,1,0.19246075184886374
STARLINK-33813,2025-076S,2026-04-10 10:56:57.973056,15.27598825,0.0001714,43.0011,141.8592,270.9387,89.1268,0,U,63585,999,5669,0.00065722,0.00017878,0.0,5655.935222390604,6861.065202346512,490.0652023465118,481.88921577082965,484.24118892219394,7.621965665434848,1.3,S,3,1,0.19607207232002788
STARLINK-33834,2025-076T,2026-04-10 11:46:55.495776,15.27597991,0.000172,43.0026,142.1253,273.9527,86.1128,0,U,63586,999,5669,0.00057422,0.00015581,0.0,5655.938310277602,6861.067699568901,490.06769956890093,481.8875959245752,484.2478032132276,7.621964278351535,1.3,T,3,1,0.19547833619035426
STARLINK-33830,2025-076U,2026-04-10 11:43:13.447776,15.27594179,0.0001344,42.9973,142.1091,252.4419,107.6286,0,U,63587,999,5669,0.00064113,0.0001743,0.0,5655.9524242596635,6861.079113760599,490.0791137605993,482.15698472770964,484.0012427934889,7.621957938343197,1.3,U,3,1,0.19207111680159172
STARLINK-33651,2025-076V,2026-04-10 11:45:04.718880,15.27590886,0.0001496,43.0012,142.1163,271.6293,88.4387,0,U,63588,999,5669,0.00055801,0.0001513,0.0,5655.964616693845,6861.088973959692,490.08897395969234,482.0625550491877,484.11539287019696,7.621952461512183,1.3,V,3,1,0.19700242746606367
STARLINK-33788,2025-076W,2026-04-10 10:34:57.414720,15.27607521,0.0003514,43.0097,142.6206,288.9146,71.1325,0,U,63589,999,5668,0.0008908,0.00024355,0.0,5655.903025630626,6861.039164297346,490.03916429734636,480.628195135012,485.4501334596807,7.621980128326233,1.3,W,3,1,0.1838677873818994
STARLINK-33805,2025-076X,2026-04-10 12:23:55.614624,15.27593566,0.0001643,43.0015,142.3078,274.6794,85.387,0,U,63590,999,5669,0.00045316,0.00012234,0.0,5655.95469390711,6861.080949258081,490.0809492580811,481.9536736581176,484.20822485804456,7.621956918818312,1.3,X,3,1,0.19630311177759663
STARLINK-33702,2025-076Y,2026-04-10 11:17:19.017600,15.27557775,0.0001415,43.0,141.965,284.5105,75.5589,0,U,63591,999,5669,0.0010288,0.00028137,0.0,5656.087214115355,6861.188119886187,490.18811988618745,482.21726176722314,484.15897800515177,7.621897391730153,1.3,Y,3,1,0.19156341460440862
STARLINK-33666,2025-076Z,2026-04-10 12:01:44.479200,15.27577961,0.0001779,43.0026,142.2038,268.3937,91.6711,0,U,63592,999,5669,0.00057693,0.00015647,0.0,5656.012472413511,6861.12767550868,490.1276755086801,481.9070808952074,484.3482701221528,7.621930964915961,1.3,Z,3,1,0.19599570149692913
STARLINK-33723,2025-076AA,2026-04-10 13:00:43.704864,15.27592008,0.0001184,43.002,141.6458,278.0536,82.0182,0,U,63593,999,5670,0.00061581,0.00016728,0.0,5655.960462448295,6861.08561436161,490.08561436161017,482.27326182487013,483.8979668983511,7.621954327593966,1.3,A,3,1,0.1955407543163794
STARLINK-33791,2025-076AB,2026-04-10 04:14:38.264064,15.2757928,0.00011812,43.0043,144.0684,269.1514,90.9202,0,U,63594,999,5664,0.0010656897,0.00029179,0.0,5656.00758868633,6861.123725979371,490.12372597937065,482.31329004485815,483.93416191388314,7.621933158655399,1.3,B,3,1,0.1950977554412484
STARLINK-33831,2025-076AC,2026-04-10 11:32:07.182816,15.27604562,0.000128,43.0005,141.9852,263.2031,96.8675,0,U,63595,999,5669,0.000556,0.00015081,0.0,5655.913981225725,6861.048024272778,490.0480242727781,482.16981012567067,483.9262384198846,7.621975207024251,1.3,C,3,1,0.19596230472450432
SHIYAN-27 OBJECT A,2025-078A,2026-04-10 12:00:27.628128,13.57244105,0.0001002,99.6928,108.7408,102.221,257.904,0,U,63599,999,4835,9.1746e-05,2.1e-07,0.0,6365.840874291364,7423.791754772628,1052.7917547726283,1045.0478908388004,1046.5356187064572,7.32739950593579,1.3,A,1,1,0.08227407997131037
